round,loss,accuracy,f1,fit_wall_s,comm_bytes_down,comm_bytes_up,memory_usage_mb
1,1.5617337226867676,0.5190217391304349,0.43006763794314007,3.3928214722476144,816152.0,816152.0,891.8955928233815
2,1.0231997966766357,0.586616847826087,0.5230884635483649,1.9550733534827975,816151.9999999999,816151.9999999999,1414.4169454315152
3,0.7004696726799011,0.7092391304347826,0.6480737410106976,1.9770945555756478,816152.0,816152.0,1418.9100680512104
4,0.5841995477676392,0.7584918478260869,0.7201175698212302,1.8239791471434108,816152.0,816152.0,1420.329048430699
5,0.5539133548736572,0.8128396739130435,0.8012738422543357,2.00316866518883,816152.0,816152.0,1420.7417762598614
6,0.4397072494029999,0.8498641304347826,0.8463487968433316,2.0451233612051207,816151.9999999999,816151.9999999999,1420.9223818773803
7,0.5021153092384338,0.8277853260869565,0.8177240540203239,1.9795768480824958,816152.0,816152.0,1420.9321156232995
8,0.3628648519515991,0.8875679347826086,0.8869947292599638,1.9531722766011792,816152.0,816152.0,1421.1202447038224
9,0.3563194274902344,0.884850543478261,0.8848813452020753,2.231070985537229,816152.0,816152.0,1421.1853205335283
10,0.31020456552505493,0.9052309782608695,0.904280030195745,2.7152208273701364,816152.0,816152.0,1421.4072839448452
11,0.3568837344646454,0.8970788043478262,0.8966253023121828,2.656467414946499,816151.9999999999,816151.9999999999,1421.6701163373914
12,0.32152095437049866,0.9035326086956522,0.9036925287737836,14.680191227706135,816152.0,816152.0,1421.673835563452
13,0.3244193494319916,0.9055706521739131,0.9052797884691604,2.44548236302245,816151.9999999999,816151.9999999999,1421.673835563452
14,0.2997252345085144,0.9072690217391305,0.9079517365899363,1.9545815007860434,816151.9999999999,816151.9999999999,1421.6738355634523
15,0.3400019407272339,0.9096467391304349,0.90946932513735,2.0237697948893216,816151.9999999999,816151.9999999999,1421.7390389094805
16,0.35572347044944763,0.9048913043478262,0.9043943797793025,2.021617716070877,816152.0,816152.0,1421.7426306192192
17,0.34772661328315735,0.9089673913043478,0.9088323019101244,1.9541885988042975,816152.0,816152.0,1421.76524351367
18,0.34914645552635193,0.9055706521739131,0.9058886789588309,1.933879276711222,816152.0,816152.0,1421.8205005865748
19,0.3322983682155609,0.9048913043478262,0.9053159346523262,2.012855730553576,816151.9999999999,816151.9999999999,1421.8205005865752
20,0.3570111095905304,0.908288043478261,0.9080179897887447,1.950629132486661,816151.9999999999,816151.9999999999,1421.820500586575
21,0.33588841557502747,0.9065896739130435,0.9073066108637128,2.051296536467151,816152.0,816152.0,1421.8416895487621
