round,loss,accuracy,f1,fit_wall_s,comm_bytes_down,comm_bytes_up,memory_usage_mb
1,1.5074963569641113,0.540625,0.19541336985317753,2.7139061982240085,105768.0,105768.0,892.3982351348026
2,1.0924291610717773,0.71125,0.3608709681320299,1.654070544532933,105768.00000000001,105768.00000000001,1468.246375248596
3,0.9053641557693481,0.72203125,0.3603954419809817,1.6670604315456374,105768.0,105768.0,1468.6235986000625
4,0.7742434144020081,0.768046875,0.39207853501339224,1.6727220413651749,105768.0,105768.0,1468.7595435335752
5,0.7249784469604492,0.783203125,0.4463274156833519,1.6720393874021946,105767.99999999999,105767.99999999999,1468.8364255527608
6,0.6289904117584229,0.798671875,0.46358924841628135,1.6348753586897258,105768.0,105768.0,1468.9162596513806
7,0.5933312177658081,0.8019531250000002,0.507138896113404,1.7022933792842938,105768.0,105768.0,1468.9720323223753
8,0.5525509715080261,0.811875,0.4948118383344742,1.8571116062524147,105768.0,105768.0,1469.0079173003433
9,0.500653862953186,0.828125,0.5228088034267301,2.089125096704971,105768.0,105768.0,1469.043384904851
10,0.4656054377555847,0.8408593750000001,0.5650487456312692,2.149094865495414,105768.0,105768.0,1469.0640646934955
11,0.4514746367931366,0.8445312499999998,0.5569890883623069,2.133529054836854,105768.0,105768.0,1469.0796903028
12,0.4316619336605072,0.852421875,0.5768865987181272,9.153009511963885,105768.0,105768.0,1469.196161870223
13,0.46897250413894653,0.837265625,0.5646178192760576,2.163250781992002,105768.00000000001,105768.00000000001,1469.1969052214945
14,0.4797826111316681,0.8298437500000001,0.5522887172410673,1.7092931355808627,105768.0,105768.0,1469.2042168733426
15,0.4468708336353302,0.8427343749999999,0.5556745361226043,1.6613404852210443,105768.0,105768.0,1469.2042168733426
16,0.3849792778491974,0.866796875,0.6113601576736264,1.663308752506316,105767.99999999999,105767.99999999999,1469.2125308307986
17,0.35000476241111755,0.8771874999999999,0.6120456668350114,1.6663078166703653,105768.0,105768.0,1469.2221395599363
18,0.3892917335033417,0.860703125,0.5884177609671973,1.6552629306031506,105768.0,105768.0,1469.2375580057712
19,0.3678712546825409,0.8700781249999999,0.6030991081062131,1.6672577617311977,105767.99999999999,105767.99999999999,1469.2375580057712
20,0.3397737741470337,0.88,0.6335379247037644,1.6978863016935393,105768.0,105768.0,1469.2682791296209
21,0.35110485553741455,0.8778125,0.623275611178063,1.6365267330883184,105768.0,105768.0,1469.2682791296209
22,0.38069480657577515,0.864140625,0.6034466031365834,1.6466079386175747,105768.0,105768.0,1469.269022480892
23,0.34780988097190857,0.87890625,0.6249007057608209,1.6475085431607908,105767.99999999999,105767.99999999999,1469.2738268454607
24,0.3293716609477997,0.883125,0.6274260149610846,1.671910618898036,105768.0,105768.0,1469.282140802917
25,0.3625146448612213,0.867890625,0.6027307434066684,1.655869963285871,105768.0,105768.0,1469.314348629309
26,0.3335515558719635,0.8759374999999999,0.6156249047951705,1.6545683187918514,105768.0,105768.0,1469.314348629309
27,0.330036997795105,0.87921875,0.6319305906605982,1.6568916202186514,105768.0,105768.0,1469.314348629309
28,0.3184068500995636,0.883125,0.6211782707596741,1.6626777086349416,105768.00000000001,105768.00000000001,1469.314348629309
29,0.31234943866729736,0.88734375,0.6331190232839722,1.6558421108098285,105768.0,105768.0,1469.314348629309
30,0.3170565366744995,0.8849999999999999,0.6265264412116477,1.6501432800698328,105768.0,105768.0,1469.3143486293093
31,0.32710930705070496,0.8809375,0.6178338839405363,1.6175569514182517,105768.0,105768.0,1469.314348629309
