round,loss,accuracy,f1,dp_epsilon,dp_epsilon_mean,dp_epsilon_max,fit_wall_s,comm_bytes_down,comm_bytes_up,dp_clip_norm,dp_noise_multiplier,dp_target_epsilon,memory_usage_mb,prox_mu
1,1.7392797470092773,0.3882472826086957,0.2749192901983075,0.11167413376716201,0.11932512796551001,0.16458500294451484,1.766216317736934,109080.0,109080.0,1.0,8.6,10.0,871.9978651642409,0.01
2,1.6293975114822388,0.4031929347826087,0.2819702378265055,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5293183160360024,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1531.4913001989253,0.01
3,1.563737154006958,0.43002717391304346,0.3019358916820445,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5282215786382345,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1532.8061805036045,0.01
4,1.3944730758666992,0.5180027173913043,0.45251791730050384,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5221550717901223,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1533.8497528308624,0.01
5,1.3110758066177368,0.6083559782608695,0.5354598450097322,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5194203073363568,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1534.138001882991,0.01
6,1.3263742923736572,0.5506114130434783,0.4440665899803851,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5168506149303926,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1534.2633291748843,0.01
7,1.197327733039856,0.5213994565217391,0.4648981143667543,0.111674133767162,0.11932512796551001,0.16458500294451484,0.5195793681357449,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1534.591935017682,0.01
8,1.1779184341430664,0.5387228260869565,0.4734996038037964,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5186133946376215,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1534.7568348748641,0.01
9,1.0770113468170166,0.5706521739130435,0.5105617282960137,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5243752720047263,109080.0,109080.0,1.0,8.6,10.0,1534.8329621191513,0.01
10,1.1606132984161377,0.5509510869565217,0.46827785594614446,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5180273236984526,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.0064895181583,0.01
11,1.026756763458252,0.5567255434782609,0.5183754809473694,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.51995395021807,109080.0,109080.0,1.0,8.6,10.0,1535.097897468376,0.01
12,1.01334547996521,0.608016304347826,0.5532904119999814,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5182446992111933,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.239036784208,0.01
13,0.9469057321548462,0.5842391304347826,0.532348357466183,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5179124479065522,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.2602257463957,0.01
14,0.8885345458984375,0.6351902173913042,0.5839947464264498,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5216197304030368,109080.0,109080.0,1.0,8.6,10.0,1535.3472981416621,0.01
15,0.8781283497810364,0.623641304347826,0.5813654041000272,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5224848263152146,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.448686900673,0.01
16,0.8628950119018555,0.6171875,0.5601251708724254,0.11167413376716202,0.11932512796551001,0.16458500294451484,0.5275706576834047,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.5112124039374,0.01
17,0.8204200267791748,0.641304347826087,0.6268812167648579,0.11167413376716202,0.11932512796551001,0.16458500294451484,0.5241091449190665,109080.0,109080.0,1.0,8.6,10.0,1535.660849620001,0.01
18,0.9589764475822449,0.5927309782608695,0.530481459082644,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5195671014479636,109080.0,109080.0,1.0,8.6,10.0,1535.8435560689268,0.01
19,0.8015488982200623,0.6684782608695651,0.6380094110512237,0.11167413376716201,0.11932512796551001,0.16458500294451484,0.5231221622429683,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.8646600202326,0.01
