round,loss,accuracy,f1,dp_epsilon,dp_epsilon_mean,dp_epsilon_max,fit_wall_s,comm_bytes_down,comm_bytes_up,dp_clip_norm,dp_noise_multiplier,dp_target_epsilon,memory_usage_mb,prox_mu
1,1.665822982788086,0.4616168478260869,0.3613051613983147,0.17373089162778196,0.22304320393686075,0.4886839574607923,2.215065600174166,109080.0,109080.0,1.0,9.99,6.0,874.9626754412064,0.01
2,1.380663275718689,0.47927989130434784,0.3402665975012675,0.173730891627782,0.22304320393686072,0.4886839574607923,0.5993762935012157,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1541.170043015506,0.01
3,1.1306942701339722,0.5203804347826086,0.480125369699026,0.17373089162778194,0.22304320393686075,0.4886839574607923,0.6041314768259362,109080.0,109080.0,1.0,9.99,6.0,1542.6743094991157,0.01
4,0.9850946664810181,0.576766304347826,0.5179219686604015,0.173730891627782,0.22304320393686075,0.4886839574607923,0.5565857464392894,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1543.3509536095623,0.01
5,0.9295293688774109,0.584578804347826,0.48403186739782855,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.5910772655941586,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1544.1003808487487,0.01
6,0.9066909551620483,0.561141304347826,0.47724570368611335,0.173730891627782,0.22304320393686072,0.4886839574607923,0.5921739800969976,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1544.7483019076442,0.01
7,0.8270263671875,0.5859375,0.5013801008600326,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.5889284088315849,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1545.1633675360447,0.01
8,0.7564952969551086,0.6338315217391305,0.5503746666832171,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.5834674711974582,109080.0,109080.0,1.0,9.99,6.0,1545.4368900469258,0.01
9,0.7044970393180847,0.6990489130434783,0.687014726225586,0.173730891627782,0.22304320393686075,0.4886839574607923,0.5876319147362672,109080.0,109080.0,1.0,9.99,6.0,1545.7489649925192,0.01
10,0.6687368154525757,0.7058423913043478,0.6829113994702958,0.173730891627782,0.22304320393686072,0.4886839574607923,0.5834953410386781,109080.0,109080.0,1.0,9.99,6.0,1545.965379849871,0.01
11,0.7104296088218689,0.6338315217391305,0.5619088802766498,0.173730891627782,0.22304320393686075,0.4886839574607923,0.5814128602744446,109080.0,109080.0,1.0,9.99,6.0,1546.324147022069,0.01
12,0.6614564657211304,0.6902173913043478,0.6776828495846204,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.5855391884913771,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1546.5027123784346,0.01
13,0.6656478047370911,0.664741847826087,0.6511552126689354,0.173730891627782,0.22304320393686075,0.4886839574607923,0.5948599873351843,109080.0,109080.0,1.0,9.99,6.0,1546.661003170906,0.01
14,0.7547335028648376,0.6504755434782609,0.5880633294048295,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.6004512834730553,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1546.809134631733,0.01
15,0.6776147484779358,0.6963315217391305,0.635326528829892,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.6012301869179661,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1547.0364324758568,0.01
16,0.7133724093437195,0.647078804347826,0.5757093928734368,0.173730891627782,0.22304320393686072,0.4886839574607923,0.6010516007979104,109080.0,109080.0,1.0,9.99,6.0,1547.232786359154,0.01
17,0.6338585019111633,0.7296195652173914,0.7201841824709333,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.5795852852918378,109080.0,109080.0,1.0,9.99,6.0,1547.4465462204162,0.01
18,0.7372740507125854,0.6572690217391305,0.593715395635266,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.5646306812698355,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1547.5300694113846,0.01
19,0.7011352777481079,0.6997282608695651,0.6665454150935138,0.173730891627782,0.22304320393686075,0.4886839574607923,0.6062744816317263,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1547.6721225941922,0.01
20,0.6853832602500916,0.7146739130434783,0.6796532576049806,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.5892841254925443,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1547.7682486483272,0.01
21,0.7926236391067505,0.6786684782608695,0.6158100251248041,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.5944075755312861,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1547.865352327598,0.01
22,0.6702900528907776,0.7102581521739131,0.6773285178049431,0.173730891627782,0.22304320393686075,0.4886839574607923,0.6116209830501005,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1547.976270275095,0.01
23,0.7650375962257385,0.662703804347826,0.6056386424902191,0.173730891627782,0.22304320393686072,0.4886839574607923,0.5761682757615265,109080.0,109080.0,1.0,9.99,6.0,1548.1157518787404,0.01
24,0.7375633120536804,0.7112771739130435,0.6584472095708548,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.6128753300784591,109080.0,109080.0,1.0,9.99,6.0,1548.2585701594803,0.01
25,0.7708700895309448,0.6708559782608695,0.6213279862462353,0.173730891627782,0.22304320393686072,0.4886839574607923,0.6354496347372368,109080.0,109080.0,1.0,9.99,6.0,1548.3586279668796,0.01
26,0.8765831589698792,0.720788043478261,0.6537336089861348,0.17373089162778196,0.22304320393686075,0.4886839574607923,0.6452248838443362,109080.0,109080.0,1.0,9.99,6.0,1548.3722934660636,0.01
27,0.6601801514625549,0.7421875,0.7353465801973287,0.173730891627782,0.22304320393686075,0.4886839574607923,0.6413363023408739,109079.99999999999,109079.99999999999,1.0,9.99,6.0,1548.4222798643227,0.01
28,0.940813422203064,0.703125,0.6427966541396404,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.7192011027717488,109080.0,109080.0,1.0,9.99,6.0,1548.478812100449,0.01
29,0.7365890741348267,0.7313179347826086,0.7163173781517709,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.7054441777160301,109080.0,109080.0,1.0,9.99,6.0,1548.4997672827121,0.01
30,0.7784217596054077,0.7340353260869565,0.7030158932683376,0.17373089162778196,0.22304320393686072,0.4886839574607923,0.7279009063108961,109080.0,109080.0,1.0,9.99,6.0,1548.6159984102967,0.01
31,0.704450786113739,0.7663043478260869,0.748057514035812,0.173730891627782,0.22304320393686075,0.4886839574607923,0.7081072511429106,109080.0,109080.0,1.0,9.99,6.0,1548.6899578771086,0.01
