round,loss,accuracy,f1,dp_epsilon,dp_epsilon_mean,dp_epsilon_max,fit_wall_s,comm_bytes_down,comm_bytes_up,dp_clip_norm,dp_noise_multiplier,dp_target_epsilon,memory_usage_mb,prox_mu
1,1.584255337715149,0.45108695652173914,0.36434619641604843,0.27027110094111156,0.3615406083325442,0.8196892440425254,1.768519130086484,109079.99999999999,109079.99999999999,1.0,8.6,10.0,871.693855094702,0.01
2,1.3236782550811768,0.5414402173913043,0.4607475359424986,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5296070530961985,109080.0,109080.0,1.0,8.6,10.0,1532.034126555699,0.01
3,1.094904899597168,0.5448369565217391,0.4867046819557445,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5290849357356963,109080.0,109080.0,1.0,8.6,10.0,1533.2251661962732,0.01
4,0.9673658013343811,0.5574048913043478,0.4443929936277544,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5279428283070843,109080.0,109080.0,1.0,8.6,10.0,1534.2435588317803,0.01
5,0.8505913019180298,0.625,0.564839679430058,0.2702711009411116,0.36154060833254414,0.8196892440425254,0.5255714750263973,109080.0,109080.0,1.0,8.6,10.0,1534.782230281726,0.01
6,0.7968417406082153,0.6148097826086958,0.5172165919478594,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5272237085478868,109080.0,109080.0,1.0,8.6,10.0,1534.9939753850992,0.01
7,0.7363328337669373,0.639266304347826,0.5791824045232146,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5352662615275358,109080.0,109080.0,1.0,8.6,10.0,1535.4933856221096,0.01
8,0.8501016497612,0.6083559782608695,0.5056012738832522,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5261567644572233,109080.0,109080.0,1.0,8.6,10.0,1535.6047594404583,0.01
9,0.7313038110733032,0.6616847826086958,0.6001118998303424,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5393399229441426,109080.0,109080.0,1.0,8.6,10.0,1535.7668751912743,0.01
10,0.7282869815826416,0.6796875,0.6226571620093759,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5215973875468132,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1535.969982126462,0.01
11,0.711225152015686,0.6905570652173914,0.6310167037902137,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5176005197103187,109080.0,109080.0,1.0,8.6,10.0,1536.1004950821207,0.01
12,0.681415855884552,0.7004076086956522,0.6465029514640422,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5211251256450345,109080.0,109080.0,1.0,8.6,10.0,1536.2571913892477,0.01
13,0.6931703686714172,0.6640625,0.614488629144548,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5412943879136323,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.2786778895197,0.01
14,0.7263157963752747,0.665421195652174,0.6158158935291052,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5331090884252783,109080.0,109080.0,1.0,8.6,10.0,1536.303458561446,0.01
15,0.667588472366333,0.6987092391304349,0.6833754404344833,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5290101779233644,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.4047490266253,0.01
16,0.6756045818328857,0.6908967391304349,0.641838576778063,0.2702711009411116,0.3615406083325442,0.8196892440425254,0.5240101209792012,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.427361921076,0.01
17,0.8462138175964355,0.634171195652174,0.5633316010780257,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5242027303080304,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.4521425930018,0.01
18,0.7261669635772705,0.6932744565217391,0.6609000215191192,0.2702711009411116,0.36154060833254414,0.8196892440425254,0.5129977996512777,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.535814553013,0.01
19,0.8160761594772339,0.681046195652174,0.6324321478580311,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5096142868611707,109080.0,109080.0,1.0,8.6,10.0,1536.5358145530129,0.01
20,0.7907142043113708,0.6511548913043478,0.6060199283713202,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5167343648590383,109080.0,109080.0,1.0,8.6,10.0,1536.5971924093785,0.01
21,0.7669128179550171,0.694633152173913,0.650909454448578,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5184247930239283,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.6297940823922,0.01
22,0.8000394105911255,0.664741847826087,0.6166447503718611,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5103412190446137,109080.0,109080.0,1.0,8.6,10.0,1536.6437146142207,0.01
23,0.8273861408233643,0.6480978260869565,0.6026374685641682,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5246012567890092,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.687516470858,0.01
24,0.7218645811080933,0.6657608695652174,0.6457344663166478,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5183653018809247,109080.0,109080.0,1.0,8.6,10.0,1536.7324447216743,0.01
25,0.8514495491981506,0.6694972826086958,0.6213256801889809,0.2702711009411116,0.3615406083325442,0.8196892440425254,0.5197905121417767,109080.0,109080.0,1.0,8.6,10.0,1536.7360364314131,0.01
26,0.881901204586029,0.6766304347826086,0.6318854520184032,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5158471728434889,109080.0,109080.0,1.0,8.6,10.0,1536.8238951773326,0.01
27,0.8993129134178162,0.6752717391304349,0.6304824575772615,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5129614794734254,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.856496850347,0.01
28,0.9196324348449707,0.6440217391304349,0.6030239381723981,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5162334951599481,109080.0,109080.0,1.0,8.6,10.0,1536.8710124583445,0.01
29,0.9285405278205872,0.641983695652174,0.6061286112138332,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5208010002889623,109080.0,109080.0,1.0,8.6,10.0,1536.8936253527952,0.01
30,0.8982923626899719,0.6735733695652174,0.6314421645617413,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5191977563698221,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.897217062534,0.01
31,0.9571129679679871,0.6878396739130435,0.6387680234724052,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5107909947212166,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.9198299569844,0.01
32,0.8302406072616577,0.6949728260869565,0.6503770977134103,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5165864932913256,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.9446743870715,0.01
33,1.0015361309051514,0.6807065217391305,0.6235221763485961,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5228149353225551,109080.0,109080.0,1.0,8.6,10.0,1536.9649261042914,0.01
34,0.804149329662323,0.7177309782608695,0.7098908285760086,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5156381740858039,109080.0,109080.0,1.0,8.6,10.0,1536.9833065194846,0.01
35,0.9213050007820129,0.6739130434782609,0.6496402352538518,0.2702711009411116,0.3615406083325442,0.8196892440425254,0.5282045105660701,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1536.9833065194846,0.01
36,0.807603657245636,0.6993885869565217,0.6784680392689393,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5279428892088923,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.0560758339566,0.01
37,0.851510763168335,0.6976902173913043,0.6771161399669791,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5428240127675033,109080.0,109080.0,1.0,8.6,10.0,1537.0886775069707,0.01
38,0.8575157523155212,0.7262228260869565,0.7116275639287631,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5273190331407158,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.0922692167096,0.01
39,1.0133968591690063,0.7055027173913043,0.6813648508423168,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5190826179996798,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.0958609264483,0.01
40,1.2131962776184082,0.6956521739130435,0.6453449559364203,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5145357813811795,109080.0,109080.0,1.0,8.6,10.0,1537.0958609264485,0.01
41,0.9040533304214478,0.7143342391304349,0.7030566908297775,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5151087760406428,109080.0,109080.0,1.0,8.6,10.0,1537.0959034318892,0.01
42,0.9556637406349182,0.7156929347826086,0.6762233761820675,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5211800746417019,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.0959034318894,0.01
43,0.891182541847229,0.7231657608695651,0.7065916843607217,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.520845728094352,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.0959034318892,0.01
44,0.9123848080635071,0.7211277173913043,0.708854906347417,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5162936404298776,109080.0,109080.0,1.0,8.6,10.0,1537.1496940670906,0.01
45,0.8605726361274719,0.7333559782608695,0.7122677101299243,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5288075150940182,109079.99999999997,109079.99999999997,1.0,8.6,10.0,1537.1496940670906,0.01
46,0.843128502368927,0.7516983695652174,0.7427470042706082,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5315677614090103,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.1594278130099,0.01
47,1.0790382623672485,0.6878396739130435,0.6550751093030746,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5166614913382649,109080.0,109080.0,1.0,8.6,10.0,1537.1594278130096,0.01
48,0.954673707485199,0.7211277173913043,0.6836508206309404,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5192398248286969,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.2007643540871,0.01
49,0.7641596794128418,0.7717391304347826,0.762146701001479,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5160807368545199,109080.0,109080.0,1.0,8.6,10.0,1537.264713789615,0.01
50,0.8484140634536743,0.7503396739130435,0.7371636190604084,0.2702711009411116,0.3615406083325442,0.8196892440425254,0.5177550276942041,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.2647137896151,0.01
51,0.9109668135643005,0.7313179347826086,0.7132209886741474,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5194714394630104,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.2683054993538,0.01
52,0.9219063520431519,0.7350543478260869,0.725235497996662,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5153966098213092,109080.0,109080.0,1.0,8.6,10.0,1537.309642040431,0.01
53,1.0801730155944824,0.71875,0.7060295600458336,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5122721871042927,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.3096420404308,0.01
54,0.9496897459030151,0.7544157608695651,0.7405896022005986,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5189675497412033,109080.0,109080.0,1.0,8.6,10.0,1537.3322549348816,0.01
55,1.133211374282837,0.7394701086956522,0.7088405288711698,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5170749192398701,109080.0,109080.0,1.0,8.6,10.0,1537.341988680801,0.01
56,0.9885874390602112,0.7489809782608695,0.7372620515915171,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5142392911446626,109080.0,109080.0,1.0,8.6,10.0,1537.341988680801,0.01
57,0.8707709908485413,0.7771739130434783,0.7684752483396875,0.2702711009411116,0.36154060833254414,0.8196892440425254,0.5146763973643393,109080.0,109080.0,1.0,8.6,10.0,1537.3646015752515,0.01
58,0.9566625356674194,0.734375,0.7255521500951835,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.514608194084759,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.3755254735106,0.01
59,0.9205667972564697,0.7727581521739131,0.7678378332243181,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5147413544283858,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.3864493717697,0.01
60,1.1197112798690796,0.732336956521739,0.7121514139426319,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5153354709568687,109080.0,109080.0,1.0,8.6,10.0,1537.3864493717697,0.01
61,0.9556055665016174,0.7629076086956522,0.7532536511804223,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5219761760048041,109080.0,109080.0,1.0,8.6,10.0,1537.3864493717697,0.01
62,1.1235361099243164,0.7530570652173914,0.7326131644925,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5207947217600909,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.4003699035975,0.01
63,1.1041184663772583,0.7421875,0.7309828804896217,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5169995695320126,109080.0,109080.0,1.0,8.6,10.0,1537.4003699035975,0.01
64,1.38974130153656,0.7082201086956522,0.6927366278553038,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5145394252744929,109080.0,109080.0,1.0,8.6,10.0,1537.4003699035977,0.01
65,1.0340105295181274,0.7612092391304349,0.756188619835223,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5140833579676714,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.4003699035977,0.01
66,1.1121464967727661,0.7452445652173914,0.7382088851299149,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5137685616789498,109079.99999999997,109079.99999999997,1.0,8.6,10.0,1537.4142904354258,0.01
67,1.016531229019165,0.7561141304347826,0.7509257194348118,0.27027110094111156,0.3615406083325442,0.8196892440425254,0.5223618977671739,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.4142904354258,0.01
68,1.123543620109558,0.755774456521739,0.7396080754570491,0.27027110094111156,0.36154060833254414,0.8196892440425254,0.5134982584415244,109079.99999999999,109079.99999999999,1.0,8.6,10.0,1537.44689210844,0.01
