round,loss,accuracy,f1,avg_fit_wall_s,total_comm_bytes_down,total_comm_bytes_up
1,1.8515465259552002,0.33627076347188645,0.05032973446162826,7.1028400421142575,16077600.0,16077600.0
2,1.7593668699264526,0.33627076347188645,0.05032973446162826,4.7334777355194095,16077600.0,16077600.0
3,1.7087346315383911,0.4876393979567964,0.15935370168154145,4.573487710952759,16077600.0,16077600.0
4,1.5943087339401245,0.4016220853154488,0.11624856337852266,4.688552951812744,16077600.0,16077600.0
5,1.603000521659851,0.5106449348826327,0.1684805423762461,4.649144887924194,16077600.0,16077600.0
6,1.3046823740005493,0.6259845589955548,0.24380557986800241,4.533830285072327,16077600.0,16077600.0
7,1.4536060094833374,0.6114793730016377,0.21618456680242631,4.61628360748291,16077600.0,16077600.0
8,2.0193216800689697,0.4339078218825548,0.12690003524598648,4.588547921180725,16077600.0,16077600.0
9,1.4829692840576172,0.6053185681977696,0.21063388912211184,4.990485334396363,16077600.0,16077600.0
10,1.4817347526550293,0.4256414255634407,0.11683308327110868,4.645840215682983,16077600.0,16077600.0
11,1.048269510269165,0.6821336660687827,0.2719214894230929,4.535828852653504,16077600.0,16077600.0
12,1.061083436012268,0.6668486313655151,0.25167503863140894,4.454474759101868,16077600.0,16077600.0
13,1.224061131477356,0.5586056305076815,0.21785758025446428,4.5374703168869015,16077600.0,16077600.0
14,1.2313882112503052,0.6785463620057709,0.2381945480114908,4.622878623008728,16077600.0,16077600.0
15,1.0635356903076172,0.6404897449894721,0.28609811976649097,4.641375112533569,16077600.0,16077600.0
16,0.9916613698005676,0.6931295328706231,0.25542296659556885,4.679999256134034,16077600.0,16077600.0
17,0.8080199956893921,0.7298604070810263,0.384632956422452,4.539395165443421,16077600.0,16077600.0
18,0.8361919522285461,0.7294704827263511,0.3696474528050734,4.596743822097778,16077600.0,16077600.0
19,0.769315779209137,0.7611323403259768,0.41441394769172124,4.66737129688263,16077600.0,16077600.0
20,1.086367130279541,0.6977306402557903,0.35359567649841706,4.646022319793701,16077600.0,16077600.0
21,0.8094686269760132,0.7453014115261639,0.4057069066174676,4.6735844373703,16077600.0,16077600.0
22,0.9061869978904724,0.7033455509631131,0.38322478633861456,4.613431620597839,16077600.0,16077600.0
23,0.6572922468185425,0.7815643765109569,0.49280485494464327,4.388912701606751,16077600.0,16077600.0
24,0.8458138108253479,0.7367230757233096,0.46538704027454003,4.5359138488769535,16077600.0,16077600.0
25,0.7250430583953857,0.7490446853310457,0.4862051106470169,4.5970055103302006,16077600.0,16077600.0
26,0.826256513595581,0.7266630273726897,0.4096810811713384,4.629112720489502,16077600.0,16077600.0
27,0.6865624785423279,0.7661233720658193,0.5100701156328679,4.517101407051086,16077600.0,16077600.0
28,0.7916731834411621,0.7435077594946581,0.47763504897354114,4.6768943786621096,16077600.0,16077600.0
29,0.5540931820869446,0.8211027060750214,0.5517147738154737,4.576501441001892,16077600.0,16077600.0
30,0.6048567295074463,0.793808001247758,0.5260077639253734,4.656070065498352,16077600.0,16077600.0
31,0.48135778307914734,0.8431724245496374,0.5968007527052304,4.548353862762451,16077600.0,16077600.0
32,0.6038371324539185,0.7976292599235748,0.5569806731997733,4.644954323768616,16077600.0,16077600.0
33,0.4486244022846222,0.852452624190907,0.6107945359383667,4.517194080352783,16077600.0,16077600.0
34,0.5326873064041138,0.8176713717538797,0.5730063414176778,4.692352509498596,16077600.0,16077600.0
35,0.42752155661582947,0.8603290961553459,0.6111837096976426,4.546824717521668,16077600.0,16077600.0
