round,loss,accuracy,f1,avg_fit_wall_s,total_comm_bytes_down,total_comm_bytes_up
1,1.2151861190795898,0.4845605700712589,0.4312698575376887,1.4491554260253907,2181600.0,2181600.0
2,1.0197956562042236,0.7614523243976926,0.7438669746768491,0.3827066898345947,2181600.0,2181600.0
3,0.8268089294433594,0.8069222938581608,0.7989488180116867,0.3871891498565674,2181600.0,2181600.0
4,0.6514514684677124,0.833050559891415,0.829463372956246,0.3829329967498779,2181600.0,2181600.0
5,0.5429088473320007,0.840515778758059,0.8377818816094494,0.39466238021850586,2181600.0,2181600.0
6,0.4877101480960846,0.8282999660671869,0.8259502629146788,0.3860318660736084,2181600.0,2181600.0
7,0.44696804881095886,0.8513742789277231,0.8500613637275709,0.3844216585159302,2181600.0,2181600.0
8,0.4218147397041321,0.8605361384458772,0.8594098815956868,0.382283091545105,2181600.0,2181600.0
9,0.40580180287361145,0.8696979979640312,0.8686541617087616,0.38861281871795655,2181600.0,2181600.0
10,0.3912776708602905,0.8720732948761453,0.8713398627778877,0.393182635307312,2181600.0,2181600.0
11,0.3778426945209503,0.8802171700033933,0.8793961532420006,0.3981085062026978,2181600.0,2181600.0
12,0.3649962842464447,0.8822531387852053,0.8816439094426048,0.3859142303466797,2181600.0,2181600.0
13,0.3544486165046692,0.8829317950458093,0.8824549335045798,0.3941310167312622,2181600.0,2181600.0
14,0.3458492159843445,0.8842891075670173,0.8839835373308244,0.3875570297241211,2181600.0,2181600.0
15,0.33562734723091125,0.8866644044791313,0.8864550176118405,0.3822365999221802,2181600.0,2181600.0
16,0.3264133930206299,0.8876823888700374,0.8874533516150813,0.3839300870895386,2181600.0,2181600.0
17,0.3210904896259308,0.8914149983033594,0.8912263155987884,0.3914926528930664,2181600.0,2181600.0
18,0.3138566315174103,0.8893790295215473,0.8891598683032118,0.38417465686798097,2181600.0,2181600.0
19,0.31009817123413086,0.8917543264336614,0.891688287171834,0.3898838758468628,2181600.0,2181600.0
20,0.30234089493751526,0.8920936545639634,0.8921383122290429,0.38536112308502196,2181600.0,2181600.0
21,0.2983257472515106,0.8917543264336614,0.891824353593428,0.3850738525390625,2181600.0,2181600.0
22,0.2955470085144043,0.8931116389548693,0.8932011860244788,0.39426226615905763,2181600.0,2181600.0
23,0.2919175326824188,0.8944689514760774,0.8945702310846845,0.3849839448928833,2181600.0,2181600.0
24,0.2895236909389496,0.8903970139124533,0.8906477699639264,0.3879432201385498,2181600.0,2181600.0
25,0.2862892746925354,0.8937902952154734,0.894105292274348,0.3836916208267212,2181600.0,2181600.0
26,0.2858603894710541,0.8917543264336614,0.8919525048791005,0.38491880893707275,2181600.0,2181600.0
27,0.28479698300361633,0.8914149983033594,0.8915795976912119,0.38918132781982423,2181600.0,2181600.0
28,0.28163832426071167,0.8934509670851714,0.8937775325570119,0.3941188335418701,2181600.0,2181600.0
29,0.28043147921562195,0.8958262639972854,0.8961774710291445,0.39609622955322266,2181600.0,2181600.0
30,0.2792581021785736,0.8924329826942654,0.8927718754380107,0.3887145757675171,2181600.0,2181600.0
31,0.2794448435306549,0.8914149983033594,0.8918917044207565,0.394791841506958,2181600.0,2181600.0
32,0.2777019143104553,0.8971835765184933,0.8975780903835097,0.3888209104537964,2181600.0,2181600.0
33,0.278001070022583,0.8944689514760774,0.8948484609646341,0.3923375606536865,2181600.0,2181600.0
34,0.2764030396938324,0.8944689514760774,0.8949489740881359,0.39141230583190917,2181600.0,2181600.0
35,0.2756359279155731,0.8968442483881914,0.8974476767152004,0.39056987762451173,2181600.0,2181600.0
36,0.27493399381637573,0.8948082796063793,0.8953692306955293,0.39436874389648435,2181600.0,2181600.0
37,0.2743661403656006,0.8988802171700034,0.8993304531334156,0.386868953704834,2181600.0,2181600.0
38,0.27440357208251953,0.8968442483881914,0.8974128959687818,0.3852506399154663,2181600.0,2181600.0
39,0.2749093472957611,0.8954869358669834,0.8960433533155493,0.3847137451171875,2181600.0,2181600.0
40,0.2729750871658325,0.8998982015609094,0.9004978265506819,0.3911835432052612,2181600.0,2181600.0
41,0.2735317647457123,0.8978622327790974,0.8985315804097107,0.38472325801849366,2181600.0,2181600.0
42,0.27220994234085083,0.8985408890397014,0.899295532575664,0.3854234218597412,2181600.0,2181600.0
43,0.27317360043525696,0.8995588734306074,0.9000785288636565,0.38579037189483645,2181600.0,2181600.0
44,0.27238017320632935,0.8988802171700034,0.8994975082098426,0.38844003677368166,2181600.0,2181600.0
45,0.2719078063964844,0.9002375296912114,0.9009240155637191,0.38326315879821776,2181600.0,2181600.0
46,0.27211886644363403,0.9012555140821175,0.9018627394815385,0.3864348649978638,2181600.0,2181600.0
47,0.2721706032752991,0.9026128266033254,0.9032145337098537,0.3930412769317627,2181600.0,2181600.0
48,0.2729140520095825,0.8998982015609094,0.9007257335398383,0.39604160785675047,2181600.0,2181600.0
49,0.2717669904232025,0.9029521547336274,0.903583506762077,0.3923581600189209,2181600.0,2181600.0
50,0.2722123861312866,0.9015948422124194,0.9022404776774777,0.39220447540283204,2181600.0,2181600.0
51,0.27369847893714905,0.9022734984730234,0.9029424363110893,0.390435528755188,2181600.0,2181600.0
52,0.27331361174583435,0.9032914828639295,0.9039714171591671,0.390898609161377,2181600.0,2181600.0
53,0.2720201015472412,0.9029521547336274,0.9037235298475436,0.38860530853271485,2181600.0,2181600.0
54,0.27261149883270264,0.9032914828639295,0.9040363403375169,0.38572893142700193,2181600.0,2181600.0
55,0.2724173963069916,0.9032914828639295,0.9041056664420046,0.3849019527435303,2181600.0,2181600.0
56,0.27322274446487427,0.9039701391245334,0.9046547043167984,0.38699188232421877,2181600.0,2181600.0
57,0.2728026211261749,0.9043094672548354,0.9050394519157239,0.3905461072921753,2181600.0,2181600.0
58,0.27221161127090454,0.9026128266033254,0.9034204254812769,0.39490911960601804,2181600.0,2181600.0
59,0.2727956175804138,0.9036308109942314,0.9044904729564535,0.38518762588500977,2181600.0,2181600.0
60,0.2749599814414978,0.9022734984730234,0.903065187207213,0.38853795528411866,2181600.0,2181600.0
61,0.2737148702144623,0.9049881235154394,0.9056853754633538,0.38563730716705324,2181600.0,2181600.0
62,0.2752020061016083,0.9029521547336274,0.9037852462205085,0.3873807668685913,2181600.0,2181600.0
63,0.27387237548828125,0.9043094672548354,0.90514185600349,0.3914733171463013,2181600.0,2181600.0
64,0.2748814523220062,0.9039701391245334,0.9047886082386423,0.38540456295013426,2181600.0,2181600.0
65,0.275668203830719,0.9056667797760435,0.9063938594992994,0.38604810237884524,2181600.0,2181600.0
66,0.2759285569190979,0.9066847641669494,0.9073640432448355,0.3857311725616455,2181600.0,2181600.0
67,0.2761024236679077,0.9043094672548354,0.9051055435299324,0.38441379070281984,2181600.0,2181600.0
68,0.2779119610786438,0.9060061079063454,0.9067114605044829,0.38949737548828123,2181600.0,2181600.0
69,0.27609479427337646,0.9046487953851374,0.9054648481635094,0.39018847942352297,2181600.0,2181600.0
70,0.27703842520713806,0.9043094672548354,0.905071725311501,0.39351203441619875,2181600.0,2181600.0
71,0.27631205320358276,0.9049881235154394,0.9057325913312176,0.38902835845947265,2181600.0,2181600.0
72,0.27711206674575806,0.9063454360366474,0.9070172423778892,0.3966809272766113,2181600.0,2181600.0
73,0.277509868144989,0.9073634204275535,0.9080193720607331,0.3842768669128418,2181600.0,2181600.0
74,0.27756112813949585,0.9063454360366474,0.9069721988669418,0.38608746528625487,2181600.0,2181600.0
75,0.2779310941696167,0.9080420766881574,0.9085400270471066,0.38214521408081054,2181600.0,2181600.0
76,0.27878090739250183,0.9090600610790635,0.9095080967769927,0.38686327934265136,2181600.0,2181600.0
77,0.2788573205471039,0.9056667797760435,0.9060873043656454,0.3957151651382446,2181600.0,2181600.0
78,0.2794695496559143,0.9066847641669494,0.907066623128069,0.3960240840911865,2181600.0,2181600.0
79,0.27900195121765137,0.9063454360366474,0.9067172744802446,0.39587314128875734,2181600.0,2181600.0
80,0.279168039560318,0.9060061079063454,0.9064097900670558,0.39459595680236814,2181600.0,2181600.0
81,0.28001999855041504,0.9066847641669494,0.9070431527076375,0.3949748516082764,2181600.0,2181600.0
82,0.2802269756793976,0.9077027485578555,0.9080493546157906,0.3868600368499756,2181600.0,2181600.0
83,0.28133875131607056,0.9097387173396675,0.909963793833314,0.3895811319351196,2181600.0,2181600.0
