round,loss,accuracy,f1,avg_fit_wall_s,total_comm_bytes_down,total_comm_bytes_up
1,1.8499807119369507,0.4252515012087655,0.10608675808919414,2.0923529624938966,1057680.0,1057680.0
2,1.458931565284729,0.48452000311939486,0.171606167384437,0.9877055406570434,1057680.0,1057680.0
3,1.218396544456482,0.6436091398268736,0.35895839945612495,0.9813295364379883,1057680.0,1057680.0
4,1.0971885919570923,0.7241675115027685,0.42648712497279284,0.9715189933776855,1057680.0,1057680.0
5,0.9523786902427673,0.6776105435545504,0.39955340769433645,0.9704923391342163,1057680.0,1057680.0
6,0.823874294757843,0.7851516805739687,0.462304066899513,0.9827683448791504,1057680.0,1057680.0
7,0.8243191838264465,0.7794587849957109,0.4662025292542985,0.984156584739685,1057680.0,1057680.0
8,0.8052810430526733,0.7756375263198939,0.46061055479723206,0.9571614027023315,1057680.0,1057680.0
9,0.8145875334739685,0.7630819620993528,0.4356655605589177,0.9793704271316528,1057680.0,1057680.0
10,0.80441814661026,0.7581689152304453,0.44581654104684526,0.9643648386001586,1057680.0,1057680.0
11,0.7671536207199097,0.757701006004835,0.42400696856678993,0.9855711221694946,1057680.0,1057680.0
12,0.8008924722671509,0.74756297278328,0.4455155177053574,0.9762301683425904,1057680.0,1057680.0
13,0.7475652694702148,0.7618342041643921,0.4474894535195639,0.9813666343688965,1057680.0,1057680.0
14,0.7551747560501099,0.759728612649146,0.4499021932087236,0.9759913206100463,1057680.0,1057680.0
15,0.7642700672149658,0.7638618108087031,0.4522561338383239,0.9892285108566284,1057680.0,1057680.0
16,0.7564969062805176,0.7757934960617641,0.45595045991702304,0.9785336494445801,1057680.0,1057680.0
17,0.6973958015441895,0.7791468455119707,0.4555426013843637,0.9868082046508789,1057680.0,1057680.0
18,0.7095701098442078,0.7843718318646182,0.4692838190892341,0.9664830446243287,1057680.0,1057680.0
19,0.7191280126571655,0.7930281525384075,0.47284232116564606,0.9779522895812989,1057680.0,1057680.0
20,0.678470253944397,0.8028542462762224,0.4782962089005862,0.9699150562286377,1057680.0,1057680.0
21,0.7847197651863098,0.765655462840209,0.4492567977016274,0.965147876739502,1057680.0,1057680.0
22,0.7392570376396179,0.7757155111908289,0.44818830513108576,0.9817575454711914,1057680.0,1057680.0
23,0.6869940757751465,0.7945098650861733,0.4649143670941596,0.9769199132919312,1057680.0,1057680.0
24,0.7275905013084412,0.7744677532558684,0.46231827501026773,0.973617696762085,1057680.0,1057680.0
25,0.7280784249305725,0.7680729938391953,0.44301111632125806,0.9713863372802735,1057680.0,1057680.0
26,0.7542605996131897,0.7845278016064884,0.4643157196178636,0.9821076393127441,1057680.0,1057680.0
27,0.6830151081085205,0.7954456835373938,0.49092196550975037,0.9732720136642456,1057680.0,1057680.0
28,0.6932351589202881,0.8003587304063011,0.46707002200178704,0.98968665599823,1057680.0,1057680.0
29,0.6613502502441406,0.8126803400140373,0.4914791949954746,0.9621011972427368,1057680.0,1057680.0
30,0.7366200685501099,0.7944318802152383,0.4763880735094669,0.9917476892471313,1057680.0,1057680.0
31,0.7381370663642883,0.7863214536379942,0.478808701101794,0.9755067825317383,1057680.0,1057680.0
32,0.7456929087638855,0.800046790922561,0.4812180887079561,0.9896806478500366,1057680.0,1057680.0
33,0.6761852502822876,0.8064415503392341,0.4808936376776788,0.9882139205932617,1057680.0,1057680.0
34,0.6148748397827148,0.8122124307884271,0.4863928617954104,0.985800051689148,1057680.0,1057680.0
35,0.6493777632713318,0.8114325820790766,0.4697197283094393,0.9868863821029663,1057680.0,1057680.0
36,0.643945038318634,0.820088902752866,0.5000808658666358,0.9662641048431396,1057680.0,1057680.0
37,0.6887236833572388,0.8136941433361928,0.48790317761407376,0.9548498868942261,1057680.0,1057680.0
38,0.7343655228614807,0.791780394603447,0.495812774488719,0.993464732170105,1057680.0,1057680.0
39,0.7143614292144775,0.7951337440536536,0.49798553419447344,0.9724837303161621,1057680.0,1057680.0
40,0.6755338907241821,0.8075333385323247,0.5034665998858656,0.9760713338851928,1057680.0,1057680.0
41,0.6609572172164917,0.8195430086563207,0.49966712547645153,0.9691421985626221,1057680.0,1057680.0
42,0.6627299785614014,0.8085471418544802,0.49448309449739264,0.9783648014068603,1057680.0,1057680.0
43,0.6276490092277527,0.8272635108788895,0.5182344967005875,0.970594072341919,1057680.0,1057680.0
44,0.6464996933937073,0.8175154020120097,0.5049252409464512,0.9635850667953492,1057680.0,1057680.0
45,0.7097979187965393,0.7881930905404352,0.495921360230569,0.9694123983383178,1057680.0,1057680.0
46,0.6624657511711121,0.8055837167589488,0.49492484130513537,0.9924987077713012,1057680.0,1057680.0
47,0.6404160857200623,0.8158777197223739,0.4998822348626574,0.9761747121810913,1057680.0,1057680.0
48,0.6694043874740601,0.8095609451766357,0.5021363257411171,0.96602942943573,1057680.0,1057680.0
49,0.6454787254333496,0.8105747484987912,0.5028340053812076,0.9862938404083252,1057680.0,1057680.0
50,0.6298666000366211,0.8172814473992046,0.4846591833707438,0.998457407951355,1057680.0,1057680.0
51,0.6516818404197693,0.8118225064337519,0.503240845454745,0.9774493217468262,1057680.0,1057680.0
52,0.6584740877151489,0.7991109724713406,0.47502641770322657,0.965464448928833,1057680.0,1057680.0
53,0.6310797333717346,0.8170474927863994,0.5019344384894224,0.9954747676849365,1057680.0,1057680.0
54,0.6734176874160767,0.804024019340248,0.47982515606289927,0.9865397691726685,1057680.0,1057680.0
55,0.6941512227058411,0.7966154566014193,0.4945360562064097,0.991131043434143,1057680.0,1057680.0
56,0.6769386529922485,0.8048818529205334,0.4926246953312585,0.9939899444580078,1057680.0,1057680.0
57,0.7310500144958496,0.7884270451532402,0.4963189795242645,0.9850811958312988,1057680.0,1057680.0
58,0.7066522836685181,0.8006706698900413,0.49401380653690047,0.9780582666397095,1057680.0,1057680.0
59,0.6325317621231079,0.816189659206114,0.5137712034487227,0.9771604299545288,1057680.0,1057680.0
60,0.6983960270881653,0.7852296654449037,0.4553771055460711,0.9925679922103882,1057680.0,1057680.0
61,0.6635298728942871,0.8069874444357794,0.4968820463820281,0.9733858108520508,1057680.0,1057680.0
62,0.6822102069854736,0.8046478983077283,0.4790657248776144,0.995895528793335,1057680.0,1057680.0
63,0.6939914226531982,0.799968806051626,0.4879800832633135,0.9834842920303345,1057680.0,1057680.0
64,0.7130743265151978,0.7970053809560945,0.4924736740843977,0.9802046537399292,1057680.0,1057680.0
65,0.7060960531234741,0.7984091086329252,0.4582499414084088,0.9881492853164673,1057680.0,1057680.0
66,0.7160186767578125,0.7882710754113702,0.47494701931659455,0.9653376579284668,1057680.0,1057680.0
67,0.6833011507987976,0.8032441706308976,0.4990577059300433,0.9796670913696289,1057680.0,1057680.0
68,0.6569223999977112,0.8094829603057007,0.49792772501986393,0.9670010328292846,1057680.0,1057680.0
69,0.7596614956855774,0.783903922639008,0.469701458292857,0.9540907621383667,1057680.0,1057680.0
70,0.7204160094261169,0.7894408484753958,0.47177580242239003,0.9745039463043212,1057680.0,1057680.0
71,0.6570260524749756,0.8126023551431022,0.49559735245161696,0.9808225870132447,1057680.0,1057680.0
72,0.636442244052887,0.812134445917492,0.4901789954683685,0.954628586769104,1057680.0,1057680.0
73,0.741443395614624,0.7819543008656321,0.48800112485670366,0.9567167043685914,1057680.0,1057680.0
74,0.743545413017273,0.7913124853778367,0.4670647400179869,0.9653890609741211,1057680.0,1057680.0
75,0.753325343132019,0.7875692115729549,0.46346820799207683,0.9712789297103882,1057680.0,1057680.0
76,0.6818070411682129,0.8108866879825314,0.4871257024023013,0.9900576114654541,1057680.0,1057680.0
77,0.7553498148918152,0.7767293145129844,0.47226969113522677,0.9908312559127808,1057680.0,1057680.0
78,0.7315751314163208,0.7885050300241753,0.4659032049282893,0.9593435049057006,1057680.0,1057680.0
79,0.7327357530593872,0.7870233174764095,0.4706335354779402,0.9733999729156494,1057680.0,1057680.0
80,0.7856042981147766,0.7736879045465179,0.4619805421501979,0.9518425226211548,1057680.0,1057680.0
81,0.8368184566497803,0.7647976292599236,0.44800353547889227,0.9748824596405029,1057680.0,1057680.0
82,0.772339403629303,0.7772752086095297,0.46634705666701476,0.9814133167266845,1057680.0,1057680.0
83,0.7265191674232483,0.7944318802152383,0.46655306776337396,0.9979096174240112,1057680.0,1057680.0
84,0.7229601144790649,0.7997348514388208,0.47395337884033023,0.9580675363540649,1057680.0,1057680.0
85,0.7439223527908325,0.7916244248615768,0.48164008421510923,0.9901907205581665,1057680.0,1057680.0
86,0.6858128905296326,0.8059736411136239,0.47918370274199285,0.9893834829330445,1057680.0,1057680.0
87,0.7509142160415649,0.7871792872182797,0.47210541913794857,0.9552330732345581,1057680.0,1057680.0
88,0.7191036939620972,0.7997348514388208,0.48291976458543706,0.9771719694137573,1057680.0,1057680.0
89,0.7174620628356934,0.7970053809560945,0.4736483802628114,0.9817976236343384,1057680.0,1057680.0
90,0.8083573579788208,0.7703345550963113,0.4539517946637265,0.9714387416839599,1057680.0,1057680.0
91,0.8732485771179199,0.7611323403259768,0.43221268864342627,0.9878478050231934,1057680.0,1057680.0
92,0.7238695621490479,0.7908445761522265,0.4643112967818573,0.9802244663238525,1057680.0,1057680.0
93,0.7902411222457886,0.7722061919987523,0.44922586244958695,0.9881861925125122,1057680.0,1057680.0
94,0.7998853921890259,0.7684629181938704,0.4512250291574713,0.9730359077453613,1057680.0,1057680.0
95,0.8548612594604492,0.7509943071044217,0.4426232292968388,0.981930136680603,1057680.0,1057680.0
96,0.880959153175354,0.7283007096623255,0.4104276105142638,0.9891130208969117,1057680.0,1057680.0
97,0.8567531704902649,0.7512282617172269,0.4293617133147777,0.9900133848190308,1057680.0,1057680.0
98,0.7693981528282166,0.7945878499571083,0.4742037160643159,0.9823254585266114,1057680.0,1057680.0
99,0.7986007332801819,0.7708024643219216,0.4554581402188112,0.9656445503234863,1057680.0,1057680.0
100,0.7272652983665466,0.7895188333463308,0.4763577583796983,0.9591902256011963,1057680.0,1057680.0
101,0.8280251622200012,0.7662013569367543,0.4472821502825386,0.9777877807617188,1057680.0,1057680.0
102,0.7779359221458435,0.7762614052873742,0.4432214748954817,0.9753934144973755,1057680.0,1057680.0
103,0.8552205562591553,0.7520081104265772,0.4383401137294326,0.9763262033462524,1057680.0,1057680.0
104,0.8218710422515869,0.7637838259377681,0.4500830835169654,0.9734131574630738,1057680.0,1057680.0
105,0.8106573820114136,0.7695547063869609,0.449359221728895,0.9652196407318115,1057680.0,1057680.0
106,0.8030990362167358,0.769710676128831,0.4616850846378175,0.971516489982605,1057680.0,1057680.0
107,0.8066790103912354,0.7633939015830928,0.45542418835887294,0.9770181179046631,1057680.0,1057680.0
108,0.8237012624740601,0.7688528425485456,0.4519349889914064,0.979134202003479,1057680.0,1057680.0
109,0.812410831451416,0.7708024643219216,0.4485185247848339,0.9783706426620483,1057680.0,1057680.0
110,0.9895647168159485,0.689074319582001,0.3735955727621971,0.9706927537918091,1057680.0,1057680.0
111,0.8566524386405945,0.7445995476877486,0.4304775539380861,0.99132080078125,1057680.0,1057680.0
112,0.8148991465568542,0.763549871324963,0.4434333606862385,0.9825009107589722,1057680.0,1057680.0
113,0.8514787554740906,0.7599625672619512,0.4443202228298859,0.997707200050354,1057680.0,1057680.0
114,0.9914211630821228,0.721360056149107,0.4240802330768211,0.992092490196228,1057680.0,1057680.0
115,0.8614838123321533,0.7458473056227092,0.4393053632467545,0.9697998046875,1057680.0,1057680.0
116,0.8949484825134277,0.7394525462060361,0.42877295767319656,0.9876664638519287,1057680.0,1057680.0
117,0.7900050282478333,0.769632691257896,0.4437440119319865,0.957575798034668,1057680.0,1057680.0
118,1.0254944562911987,0.6806519535210169,0.3820138687841478,0.9861101627349853,1057680.0,1057680.0
